Taxa	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;SubgroupII;Unclassified SubgroupII	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Arthrospira	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Leptolyngbya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Planktothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Pseudanabaena	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Unclassified FamilyI	2	1	3	0	0	0	2	0	1	6	2	0	0	0	2	0	3	1
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;Unclassified SubsectionIII;	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyI;Anabaena	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyI;Umezakia	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyI;Unclassified FamilyI	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyII;Unclassified FamilyII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;Unclassified SubsectionIV;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionV;FamilyI;Unclassified FamilyI	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionV;Unclassified SubsectionV;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteria;Unclassified Cyanobacteria;;	0	0	4	0	0	0	0	0	1	1	2	0	0	6	0	1	13	3
Bacteria;Cyanobacteria;Unclassified Cyanobacteria;;;	2	8	8	1	2	1	2	1	8	1	3	2	1	2	0	0	4	1
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Denitrovibrio	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Unclassified Deferribacteraceae	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	1	0	0	0	0	0	8	0	2	2	0	0	5	20	8	3	6	47
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Unclassified Deinococcaceae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Unclassified Trueperaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Unclassified Deinococcales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Unclassified Thermaceae	1	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	1	1
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Unclassified Thermales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Deinococcus-Thermus;Deinococci;Unclassified Deinococci;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Unclassified Dictyoglomaceae	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Unclassified Dictyoglomales;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium	1	0	1	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Unclassified Elusimicrobiaceae	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Unclassified Fibrobacteraceae	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;R76-B150;haloalkaliphilic bacterium ACht1;Unclassified haloalkaliphilic bacterium ACht1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Unclassified Alicyclobacillaceae	1	2	5	3	0	0	0	2	0	0	0	0	0	0	0	0	3	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	13	11	2	14	5	8	14	8	2	2	3	3	7	33	6	18	4	33
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pontibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Unclassified Bacillaceae	1	0	1	3	4	5	0	1	4	3	12	3	0	5	1	0	1	21
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ureibacillus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Vulcanibacillus	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Family XI Incertae Sedis;Unclassified Family XI Incertae Sedis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Family XII Incertae Sedis;Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	314	35
Bacteria;Firmicutes;Bacilli;Bacillales;Family XII Incertae Sedis;Unclassified Family XII Incertae Sedis	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Unclassified Listeriaceae	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus	0	0	0	1	0	1	0	0	6	3	5	1	0	0	1	0	2	21
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella	0	0	4	5	1	0	0	0	0	4	0	0	0	1	0	0	0	3
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	4	21	51	27	17	3	1	236	1	9	15	12	1	3	6	8	1	12
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Unclassified Paenibacillaceae	4	8	16	8	7	0	0	30	5	0	8	8	0	1	5	3	1	8
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Incertae Sedis	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus	1	3	6	2	1	2	0	113	1	1	4	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Unclassified Planococcaceae	3	10	5	4	6	3	2	221	2	14	11	5	0	0	0	0	0	3
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Unclassified Sporolactobacillaceae	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	2	0	1	1	0	0	2	0	0	2	3	0	3	0	0	2	3	6
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Unclassified Staphylococcaceae	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae bacterium JAM-FM1501;Unclassified Thermoactinomycetaceae bacterium JAM-FM1501	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Planifilum	3	2	0	2	0	0	4	3	0	1	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Shimazuella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces	0	2	0	1	2	2	0	1	1	3	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Unclassified Thermoactinomycetaceae	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	2
Bacteria;Firmicutes;Bacilli;Bacillales;Unclassified Bacillales;	3	14	10	15	9	3	4	86	10	7	22	3	1	9	21	4	19	36
Bacteria;Firmicutes;Bacilli;C178B;Bacillales bacterium Mi4;Unclassified Bacillales bacterium Mi4	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Dolosicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Eremococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Unclassified Aerococcaceae	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	0	27
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	19
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium	0	0	0	5	21	0	0	0	0	0	0	0	0	2	0	0	0	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Marinilactibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus	0	1	0	103	1	0	0	20	2	2	258	8	0	10	0	10	35	70
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Unclassified Carnobacteriaceae	0	0	0	3	2	0	0	0	0	0	5	0	0	2	0	1	1	37
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0	2	3	165	48	0	0	7	16	5	5	0	58	33	17	234	2	163
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Unclassified Enterococcaceae	0	0	0	16	0	0	0	0	2	0	0	1	11	11	0	19	1	27
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	1	7
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	4	10	10	43	4	7	0	1	6	6	6	0	27	2	8	85	2	84
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Unclassified Lactobacillaceae	0	1	1	4	4	0	0	0	0	0	2	4	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Unclassified Leuconostocaceae	0	0	1	0	2	0	0	4	2	2	0	0	0	0	0	3	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella	1	0	0	9	0	2	0	0	4	6	0	0	2	0	58	1	0	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	0	1	0	4	1	0	0	68	2	2	3	0	0	1	1	1	0	4
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	105	22	3	472	76	85	0	19	154	29	255	3	294	699	122	846	2	238
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Unclassified Streptococcaceae	0	0	1	1	0	0	0	0	25	1	0	0	1	3	1	3	1	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Unclassified Lactobacillales;	6	0	1	68	17	7	1	14	7	8	95	5	22	45	5	50	6	100
Bacteria;Firmicutes;Bacilli;Unclassified Bacilli;;	2	2	4	18	5	2	2	5	11	8	18	0	6	12	3	22	1	62
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter	4	6	2	2	0	0	0	0	6	4	13	0	0	1	0	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Unclassified Caldicoprobacteraceae	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella	1	12	0	6	3	4	1	0	9	16	14	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus	2	0	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Anoxynatronum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator	0	3	0	1	1	1	0	0	1	6	1	0	0	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiisalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium	375	290	351	440	346	487	601	327	150	117	177	213	175	79	45	55	70	106
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Fervidicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Geosporobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	0	0	0	24	1	3	1	0	2	8	3	0	0	0	0	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Unclassified Clostridiaceae	49	53	45	77	69	85	80	65	28	39	24	43	11	9	9	12	22	18
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium	19	61	10	45	29	0	0	23	1	21	23	17	0	1	9	3	1	10
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis	0	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium	41	114	36	78	66	8	0	60	14	48	107	53	3	1	9	9	0	14
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Garciella	0	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Unclassified Eubacteriaceae	27	84	33	69	63	6	1	49	3	43	88	39	1	5	11	2	1	12
Bacteria;Firmicutes;Clostridia;Clostridiales;Family Incertae Sedis;Dethiosulfatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	12
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Gallicola	3	0	0	11	2	1	0	0	5	2	1	0	1	2	9	2	2	20
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Helcococcus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	12
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Peptoniphilus	1	1	0	3	0	0	0	0	1	1	0	0	1	1	0	1	0	16
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Sedimentibacter	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Tepidimicrobium	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Tissierella	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	5
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI Incertae Sedis;Unclassified Family XI Incertae Sedis	2	13	0	14	2	0	0	0	15	3	3	1	8	13	17	5	0	128
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII Incertae Sedis;Fusibacter	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis;Anaerovorax 	0	2	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis;Incertae Sedis	3	4	1	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis;Mogibacterium	3	0	0	3	2	0	0	0	0	2	3	0	0	0	0	2	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis;Peptostreptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis;Unclassified Family XIII Incertae Sedis	1	0	0	4	1	0	3	1	1	2	4	0	0	0	1	5	1	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XVI Incertae Sedis;Carboxydocella	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XVII Incertae Sedis;Thermaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XVII Incertae Sedis;Unclassified Family XVII Incertae Sedis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XVIII Incertae Sedis;Symbiobacterium	0	1	2	0	1	1	0	1	0	1	0	1	0	0	2	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Gracilibacter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Lutispora	0	0	0	1	0	0	1	0	1	0	1	2	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Unclassified Gracilibacteraceae	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliorestis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Unclassified Heliobacteriaceae	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetitomaculum	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes	0	1	0	5	0	0	0	0	0	0	0	0	5	11	2	4	0	2
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia	0	5	3	127	15	20	3	0	0	2	8	0	12	71	37	92	4	11
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum	0	0	0	0	1	4	1	1	0	0	1	0	0	2	0	2	3	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	0	0	0	7	1	2	0	0	4	0	0	0	0	0	1	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea	0	0	0	5	1	0	0	0	2	0	0	0	0	5	4	8	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Howardella	1	0	1	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae Sedis	8	8	4	68	11	13	2	1	9	19	34	2	6	38	30	61	3	40
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	3	0	1	3	1	0	0	0	0	0	2	0	0	0	5	6	0	5
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
