Taxa	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Pseudogulbenkiania	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Unclassified Neisseriaceae	35	26	24	68	7	16	0	2	31	46	56	3	1	22	4	33	14	5
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Uruburuella	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;beta proteobacterium Npb-03	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Unclassified Neisseriales;	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Candidatus Nitrotoga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas	58	22	94	78	73	7	9	0	20	150	32	2	0	12	35	10	42	2
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	8	0	1	2	3	11	10	0	2	0	0	2	10	2	2	9	3	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Unclassified Nitrosomonadaceae	3	1	14	3	2	1	1	0	0	0	0	0	1	2	5	2	1	1
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Unclassified Nitrosomonadales;	0	0	2	0	2	0	0	0	0	0	0	0	0	2	9	0	3	0
Bacteria;Proteobacteria;Betaproteobacteria;Procabacteriales;Procabacteriaceae;Procabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;12up	2	1	4	3	1	9	3	1	8	2	1472	132	0	27	9	37	56	18
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus	2	1	5	2	2	1	0	0	14	7	6	0	1	27	7	19	5	1
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus	2	0	0	0	1	1	0	0	2	0	0	1	0	2	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira	3	26	3	2	0	0	0	1	25	1	2	2	0	4	2	2	2	15
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azovibrio	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas	4	10	3	15	6	1	3	2	55	9	95	22	3	36	32	54	38	14
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Denitratisoma	1	2	0	0	4	0	1	0	2	2	0	0	0	12	12	0	1	2
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Ferribacterium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis	0	0	2	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Propionivibrio	6	20	10	0	0	1	2	1	13	8	13	1	0	6	4	2	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Quatrionicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Sterolibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera	6	5	11	50	17	23	8	0	21	2	16	4	18	21	2	22	3	14
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium	0	0	0	1	0	2	0	0	2	1	0	0	1	12	3	2	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unclassified Rhodocyclaceae	21	53	145	70	22	34	13	18	207	69	291	50	22	300	87	122	99	77
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea	0	3	0	0	0	19	0	0	0	1	1	9	4	70	1	0	4	59
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Unclassified Rhodocyclales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Betaproteobacteria;;	196	267	489	269	233	159	118	139	381	223	602	90	42	1113	524	426	463	178
Bacteria;Proteobacteria;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Mariprofundus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax	86	85	0	4	5	81	60	0	21	39	83	131	151	185	9	16	8	153
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	81	167	0	9	56	64	14	0	31	14	22	71	9	40	9	25	78	12
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Unclassified Bacteriovoracaceae	143	172	0	16	51	77	31	0	69	17	61	132	55	112	5	33	95	65
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	290	212	8	120	938	150	137	0	581	252	850	163	64	16	12	17	425	547
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Unclassified Bdellovibrionaceae	1	2	1	0	5	1	3	0	14	7	3	0	0	2	0	0	1	3
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Unclassified Bdellovibrionales;	1	3	0	3	3	2	0	0	8	6	4	7	1	0	1	2	5	2
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfocella	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonema	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Unclassified Desulfobacteraceae	0	12	1	3	1	0	0	0	1	0	2	1	0	3	1	0	2	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus	5	2	5	3	19	1	0	0	0	0	18	2	0	1	0	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea	0	0	0	0	0	5	1	0	0	3	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Unclassified Desulfobulbaceae	1	1	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;Nitrospina	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Unclassified Desulfobacterales;	0	11	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Unclassified Desulfohalobiaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium	0	0	6	7	5	2	2	0	1	2	7	1	0	1	1	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila	0	0	0	3	0	1	0	14	0	2	8	1	0	0	0	2	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	20	109	97	138	35	27	8	122	17	43	362	58	3	15	11	4	6	3
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Unclassified Desulfovibrionaceae	4	23	3	5	2	2	1	6	4	10	21	1	1	2	2	2	1	2
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Unclassified Desulfovibrionales;	2	1	7	2	1	0	1	0	2	1	9	0	0	2	0	0	0	2
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Hippea	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	7	1	5
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Unclassified Desulfurellaceae	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Unclassified Desulfurellales;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;BVA18;Geobacter	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter	0	0	2	0	1	1	1	0	2	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Unclassified Desulfuromonadaceae	0	0	0	0	0	0	2	0	0	1	0	0	0	9	0	0	0	2
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;delta proteobacterium GMD14H09	0	71	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geoalkalibacter	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	8	39	9	9	2	1	5	6	12	6	63	5	0	21	4	0	5	9
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geopsychrobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geothermobacter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Unclassified Geobacteraceae	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;Pelobacter	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Unclassified Desulfuromonadales;	4	92	12	25	4	1	4	4	21	5	26	1	3	4	29	32	10	3
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;0319-6G20;Spirobacillus	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;0319-6G20;Unclassified 0319-6G20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;0319-6G20;bacterium Shr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter	2	2	0	5	1	0	0	0	1	0	1	0	0	6	3	0	16	8
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Angiococcus	0	0	3	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter	0	0	0	0	0	2	1	0	3	1	1	0	0	22	3	3	0	3
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Hyalangium	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Stigmatella	0	0	0	0	0	3	3	0	5	0	0	0	0	132	11	2	7	10
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Unclassified Cystobacteraceae	0	9	4	14	0	9	1	0	20	2	3	0	1	406	26	10	19	43
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	0	0	0	0	0	0	4	0	44	1	0	0	1	8	278	85	948	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Unclassified Haliangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	1	0	247	71	46	1	1	0	0	0	295	0	0	59	3	5	1	6
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Unclassified Myxococcaceae	0	0	16	5	19	1	0	0	1	2	3	0	0	17	1	0	0	3
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Enhygromyxa	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Unclassified Nannocystaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium	4	0	4	16	1	3	1	22	1	2	0	0	0	10	4	4	0	13
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Unclassified Polyangiaceae	4	3	0	0	1	2	2	10	22	0	1	0	9	9	18	3	26	16
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified Myxococcales;	25	10	109	46	39	6	6	5	36	7	109	0	6	419	91	33	193	47
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;Myxococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Bacteria;Proteobacteria;Deltaproteobacteria;Order Incertae Sedis;Syntrophorhabdaceae;Syntrophorhabdus	0	0	0	2	0	0	1	0	3	4	1	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Order Incertae Sedis;Syntrophorhabdaceae;Unclassified Syntrophorhabdaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile	0	0	0	0	6	0	0	0	0	0	3	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Unclassified Syntrophaceae	3	13	0	7	2	0	2	0	9	7	0	0	0	3	0	0	6	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoglaeba	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulforhabdus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Thermodesulforhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Unclassified Syntrophobacteraceae	0	0	0	3	1	0	0	0	0	1	3	3	0	2	0	0	1	1
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Unclassified Syntrophobacterales;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified Deltaproteobacteria;;	31	128	6	40	28	23	20	5	63	53	55	29	14	77	87	49	138	42
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter	29	16	478	109	57	70	13	2	1748	94	332	41	15	25	55	872	103	6
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum	0	0	0	1	1	0	0	0	26	6	13	1	0	0	0	8	1	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Unclassified Campylobacteraceae	1	1	5	1	0	1	0	0	8	3	3	0	0	2	2	1	0	2
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	0	0	2	0	0	0	1	0	3	5	10	0	0	0	1	1	0	3
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum	0	0	0	1	0	0	0	0	8	1	25	0	0	0	0	1	2	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Unclassified Helicobacteraceae	0	0	0	0	0	0	1	0	6	5	17	0	1	2	3	1	5	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified Campylobacterales;	1	0	7	8	3	2	4	0	12	3	6	0	0	0	2	0	4	4
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Nitratifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Nitratiruptor	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Unclassified Nautiliaceae	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Unclassified Epsilonproteobacteria;;	0	3	9	2	0	0	0	0	2	3	1	0	0	1	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus	0	2	0	5	1	2	0	3	0	0	2	0	0	0	0	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Unclassified Acidithiobacillaceae	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Thermithiobacillaceae;Thermithiobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Unclassified Acidithiobacillales;	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	26	11	2	15	14	8	0	0	38	11	10	9	7	20	14	258	6	15
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	2	0	11	44	14	4	0	0	4	4	36	0	0	10	1	20	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Unclassified Aeromonadaceae	1	0	3	20	9	1	1	0	2	4	4	0	0	0	0	11	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum	3	2	3	1	0	1	0	1	5	1	4	0	0	0	0	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinatimonas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Unclassified Succinivibrionaceae	7	1	9	6	3	2	0	8	3	3	10	0	0	0	0	15	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Unclassified Aeromonadales;	3	0	0	1	0	0	0	0	5	0	1	1	0	0	0	5	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Haliea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter	4	3	1	0	0	0	0	0	0	1	0	1	0	3	25	1	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Melitea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Microbulbifer	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Teredinibacter	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Unclassified Alteromonadaceae	8	2	7	2	3	0	7	0	2	2	3	4	1	11	12	4	3	2
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Unclassified Colwelliaceae	4	15	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Unclassified Ferrimonadaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
